### magnitude offsets  bq -0.055  bB  0.155  ba -0.119  bA  0.007  bb  0.000  br -0.003 
HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459690.917783,2022-4-21.417,br,1.45,NA,9.168,0.037,NA,NA,g
2459693.953512,2022-4-24.453,br,1.5,NA,9.243,0.037,NA,NA,g
2459698.933464,2022-4-29.433,br,1.46,NA,9.196,0.037,NA,NA,g
2459700.886169,2022-5-1.386,br,1.37,NA,9.239,0.037,NA,NA,g
2459711.963464,2022-5-12.463,br,1.59,NA,9.059,0.037,NA,NA,g
2459712.847044,2022-5-13.347,br,1.43,NA,9.213,0.037,NA,NA,g
2459714.843923,2022-5-15.343,br,1.47,NA,9.148,0.037,NA,NA,g
2459748.749579,2022-6-18.249,br,1.41,NA,9.230,0.037,NA,NA,g
2459748.782586,2022-6-18.282,br,1.4,NA,9.278,0.037,NA,NA,g
2459753.791209,2022-6-23.291,br,1.43,NA,9.220,0.037,NA,NA,g
2459756.944348,2022-6-26.444,br,1.42,NA,9.238,0.037,NA,NA,g
2459769.867690,2022-7-9.367,br,1.44,NA,9.313,0.037,NA,NA,g
2459772.757829,2022-7-12.257,br,1.47,NA,9.120,0.037,NA,NA,g
2459774.957444,2022-7-14.457,br,1.7,NA,9.377,0.037,NA,NA,g
2459776.688106,2022-7-16.188,br,1.43,NA,9.113,0.037,NA,NA,g
2459785.830693,2022-7-25.33,br,1.43,NA,9.233,0.037,NA,NA,g
2459790.922760,2022-7-30.422,br,1.43,NA,9.223,0.037,NA,NA,g
2459795.658303,2022-8-4.158,br,1.79,NA,9.203,0.037,NA,NA,g
2459802.621756,2022-8-11.121,br,1.5,NA,9.130,0.037,NA,NA,g
2459805.681787,2022-8-14.181,br,1.46,NA,9.206,0.037,NA,NA,g
2459813.659315,2022-8-22.159,br,1.5,NA,9.243,0.037,NA,NA,g
2459820.652408,2022-8-29.152,br,1.43,NA,9.178,0.037,NA,NA,g
2459833.626675,2022-9-11.126,br,2.11,NA,9.131,0.037,NA,NA,g
2459835.715343,2022-9-13.215,br,1.45,NA,9.214,0.037,NA,NA,g
2459837.775635,2022-9-15.275,br,1.73,NA,9.133,0.037,NA,NA,g
2459838.628789,2022-9-16.128,br,1.44,NA,9.144,0.037,NA,NA,g
2459838.837086,2022-9-16.337,br,1.43,NA,9.186,0.037,NA,NA,g
2459839.655240,2022-9-17.155,br,1.49,NA,9.201,0.037,NA,NA,g
2459840.626954,2022-9-18.126,br,1.4,NA,9.269,0.037,NA,NA,g
2459841.622711,2022-9-19.122,br,2.02,NA,9.219,0.037,NA,NA,g
2459843.836935,2022-9-21.336,br,1.44,NA,9.223,0.037,NA,NA,g
2459846.614094,2022-9-24.114,br,1.55,NA,9.228,0.037,NA,NA,g
2459847.644689,2022-9-25.144,br,1.42,NA,9.235,0.037,NA,NA,g
2459854.641182,2022-10-2.141,br,1.43,NA,9.238,0.037,NA,NA,g
2459882.741304,2022-10-30.241,br,1.51,NA,9.181,0.037,NA,NA,g
2459884.735157,2022-11-1.235,br,1.5,NA,9.245,0.037,NA,NA,g
2459885.732245,2022-11-2.232,br,1.52,NA,9.182,0.037,NA,NA,g
2459886.728154,2022-11-3.228,br,1.48,NA,9.202,0.037,NA,NA,g
2459888.722681,2022-11-5.222,br,1.69,NA,9.245,0.037,NA,NA,g
2459931.623039,2022-12-18.123,br,1.47,NA,9.174,0.037,NA,NA,g
2459932.589927,2022-12-19.089,br,1.51,NA,9.277,0.037,NA,NA,g
2459933.614770,2022-12-20.114,br,1.57,NA,9.210,0.037,NA,NA,g
2459934.612378,2022-12-21.112,br,1.58,NA,9.371,0.037,NA,NA,g
2459935.610759,2022-12-22.11,br,1.49,NA,9.184,0.037,NA,NA,g
2460013.013207,2023-3-9.513,br,1.56,NA,9.277,0.037,NA,NA,g
2460016.997347,2023-3-13.497,br,1.44,NA,9.232,0.037,NA,NA,g
2460027.975669,2023-3-24.475,br,1.54,NA,9.279,0.037,NA,NA,g
2460075.940219,2023-5-11.44,br,1.45,NA,9.180,0.037,NA,NA,g
2460076.959567,2023-5-12.459,br,1.54,NA,9.162,0.037,NA,NA,g
2460125.713651,2023-6-30.213,br,1.5,NA,9.174,0.037,NA,NA,g
2460127.766989,2023-7-2.266,br,1.47,NA,9.146,0.037,NA,NA,g
2460127.799354,2023-7-2.299,br,1.47,NA,9.243,0.037,NA,NA,g
2460134.894171,2023-7-9.394,br,1.58,NA,9.186,0.037,NA,NA,g
2460138.714367,2023-7-13.214,br,1.43,NA,9.199,0.037,NA,NA,g
2460141.801161,2023-7-16.301,br,1.44,NA,9.338,0.037,NA,NA,g
2460141.811658,2023-7-16.311,br,1.42,NA,9.305,0.037,NA,NA,g
2460148.877670,2023-7-23.377,br,1.41,NA,9.236,0.037,NA,NA,g
2460149.683713,2023-7-24.183,br,1.46,NA,9.199,0.037,NA,NA,g
2460172.733001,2023-8-16.233,br,1.44,NA,9.106,0.037,NA,NA,g
2460176.779241,2023-8-20.279,br,1.69,NA,9.173,0.037,NA,NA,g
2460177.695403,2023-8-21.195,br,1.44,NA,9.232,0.037,NA,NA,g
2460177.910888,2023-8-21.41,br,1.37,NA,9.212,0.037,NA,NA,g
2460178.724081,2023-8-22.224,br,1.42,NA,9.160,0.037,NA,NA,g
2460178.877579,2023-8-22.377,br,1.42,NA,9.333,0.037,NA,NA,g
2460182.786174,2023-8-26.286,br,1.46,NA,9.284,0.037,NA,NA,g
2460185.926501,2023-8-29.426,br,1.44,NA,9.161,0.037,NA,NA,g
2460194.821703,2023-9-7.321,br,1.42,NA,9.240,0.037,NA,NA,g
2460198.685744,2023-9-11.185,br,1.44,NA,9.176,0.037,NA,NA,g
2460201.841983,2023-9-14.341,br,1.51,NA,9.241,0.037,NA,NA,g
2460228.704089,2023-10-11.204,br,1.43,NA,9.225,0.037,NA,NA,g
2460231.771404,2023-10-14.271,br,1.46,NA,9.273,0.037,NA,NA,g
2460233.668896,2023-10-16.168,br,1.48,NA,9.259,0.037,NA,NA,g
2460244.742418,2023-10-27.242,br,1.47,NA,9.108,0.037,NA,NA,g
2460249.717431,2023-11-1.217,br,1.51,NA,9.128,0.037,NA,NA,g
2460253.717061,2023-11-5.217,br,1.49,NA,9.376,0.037,NA,NA,g
2460267.641014,2023-11-19.141,br,1.46,NA,9.204,0.037,NA,NA,g
2460268.649628,2023-11-20.149,br,1.49,NA,9.171,0.037,NA,NA,g
2460274.659959,2023-11-26.159,br,1.54,NA,9.234,0.037,NA,NA,g
2460279.643274,2023-12-1.143,br,1.56,NA,9.203,0.037,NA,NA,g
2460280.639408,2023-12-2.139,br,1.47,NA,9.188,0.037,NA,NA,g
2460300.614040,2023-12-22.114,br,2,NA,9.265,0.037,NA,NA,g
2460301.607481,2023-12-23.107,br,1.52,NA,9.184,0.037,NA,NA,g
2460303.601462,2023-12-25.101,br,1.57,NA,9.095,0.037,NA,NA,g
2460305.566658,2023-12-27.066,br,2,NA,9.062,0.037,NA,NA,g
2460312.580840,2024-1-3.08,br,1.45,NA,9.205,0.037,NA,NA,g
2460313.576978,2024-1-4.076,br,1.45,NA,9.215,0.037,NA,NA,g
2460316.567260,2024-1-7.067,br,1.51,NA,9.184,0.037,NA,NA,g
2460430.898993,2024-4-30.398,br,1.46,NA,9.169,0.037,NA,NA,g
2460432.871863,2024-5-2.371,br,1.55,NA,9.203,0.037,NA,NA,g
2460439.854501,2024-5-9.354,br,1.42,NA,9.243,0.037,NA,NA,g
2460448.834495,2024-5-18.334,br,1.6,NA,9.217,0.037,NA,NA,g
2460449.821802,2024-5-19.321,br,1.47,NA,9.220,0.037,NA,NA,g
2460459.946038,2024-5-29.446,br,1.41,NA,9.187,0.037,NA,NA,g
2460460.920449,2024-5-30.42,br,1.57,NA,9.243,0.037,NA,NA,g
2460491.787518,2024-6-30.287,br,1.42,NA,9.247,0.037,NA,NA,g
2460501.711659,2024-7-10.211,br,1.39,NA,9.241,0.037,NA,NA,g
2460502.798111,2024-7-11.298,br,1.41,NA,9.261,0.037,NA,NA,g
2460503.861423,2024-7-12.361,br,1.48,NA,9.296,0.037,NA,NA,g
2460508.675975,2024-7-17.175,br,1.49,NA,9.117,0.037,NA,NA,g
2460509.755079,2024-7-18.255,br,1.49,NA,9.258,0.037,NA,NA,g
2460516.793732,2024-7-25.293,br,1.43,NA,9.176,0.037,NA,NA,g
2460525.724717,2024-8-3.224,br,1.49,NA,9.249,0.037,NA,NA,g
2460528.738861,2024-8-6.238,br,1.51,NA,9.186,0.037,NA,NA,g
2460537.743758,2024-8-15.243,br,1.48,NA,9.201,0.037,NA,NA,g
2460538.777956,2024-8-16.277,br,1.59,NA,9.244,0.037,NA,NA,g
2460539.783734,2024-8-17.283,br,1.41,NA,9.061,0.037,NA,NA,g
2460541.790142,2024-8-19.29,br,1.53,NA,9.024,0.037,NA,NA,g
2460542.815815,2024-8-20.315,br,1.43,NA,9.144,0.037,NA,NA,g
2460543.799992,2024-8-21.299,br,1.47,NA,9.255,0.037,NA,NA,g
2460544.810495,2024-8-22.31,br,1.46,NA,9.143,0.037,NA,NA,g
2460545.805523,2024-8-23.305,br,1.44,NA,9.221,0.037,NA,NA,g
2460546.679905,2024-8-24.179,br,1.41,NA,9.124,0.037,NA,NA,g
2460548.612875,2024-8-26.112,br,2.09,NA,9.387,0.037,NA,NA,g
2460548.809470,2024-8-26.309,br,1.46,NA,9.247,0.037,NA,NA,g
2460549.657302,2024-8-27.157,br,1.42,NA,9.337,0.037,NA,NA,g
2460549.861258,2024-8-27.361,br,1.44,NA,9.323,0.037,NA,NA,g
2460560.851529,2024-9-7.351,br,1.48,NA,9.389,0.037,NA,NA,g
2460562.634522,2024-9-9.134,br,1.45,NA,9.233,0.037,NA,NA,g
2460564.644024,2024-9-11.144,br,1.44,NA,9.119,0.037,NA,NA,g
2460566.648624,2024-9-13.148,br,1.46,NA,9.227,0.037,NA,NA,g
2460587.709192,2024-10-4.209,br,2.08,NA,9.193,0.037,NA,NA,g
2460597.783266,2024-10-14.283,br,1.43,NA,9.306,0.037,NA,NA,g
2460598.783679,2024-10-15.283,br,1.46,NA,9.151,0.037,NA,NA,g
2460618.706722,2024-11-4.206,br,1.44,NA,9.177,0.037,NA,NA,g
2460621.655839,2024-11-7.155,br,1.47,NA,9.221,0.037,NA,NA,g
2460624.706548,2024-11-10.206,br,1.52,NA,9.222,0.037,NA,NA,g
2460628.612490,2024-11-14.112,br,1.57,NA,9.152,0.037,NA,NA,g
2460629.608408,2024-11-15.108,br,1.59,NA,9.242,0.037,NA,NA,g
2460634.581044,2024-11-20.081,br,1.65,NA,9.250,0.037,NA,NA,g
2460635.695209,2024-11-21.195,br,1.53,NA,9.248,0.037,NA,NA,g
2460666.609607,2024-12-22.109,br,1.65,NA,9.215,0.037,NA,NA,g
2460674.582295,2024-12-30.082,br,1.46,NA,9.208,0.037,NA,NA,g
2460679.566103,2025-1-4.066,br,1.51,NA,9.253,0.037,NA,NA,g
2460681.569394,2025-1-6.069,br,2.21,NA,9.172,0.037,NA,NA,g
2460745.006219,2025-3-10.506,br,1.51,NA,9.149,0.037,NA,NA,g
2460759.968800,2025-3-25.468,br,1.58,NA,9.156,0.037,NA,NA,g
2460762.977613,2025-3-28.477,br,1.49,NA,9.211,0.037,NA,NA,g
2460763.966860,2025-3-29.466,br,1.78,NA,9.185,0.037,NA,NA,g
2460764.993575,2025-3-30.493,br,1.48,NA,9.155,0.037,NA,NA,g
2460780.946668,2025-4-15.446,br,1.58,NA,9.093,0.037,NA,NA,g
2460789.970009,2025-4-24.47,br,1.43,NA,9.166,0.037,NA,NA,g
2460796.870411,2025-5-1.37,br,1.48,NA,9.158,0.037,NA,NA,g
2460799.940265,2025-5-4.44,br,1.52,NA,9.170,0.037,NA,NA,g
2460806.880017,2025-5-11.38,br,1.55,NA,9.089,0.037,NA,NA,g
2460819.811735,2025-5-24.311,br,1.47,NA,9.179,0.037,NA,NA,g
2460820.803804,2025-5-25.303,br,1.41,NA,9.255,0.037,NA,NA,g
2460821.827576,2025-5-26.327,br,1.44,NA,9.249,0.037,NA,NA,g
2460823.797764,2025-5-28.297,br,1.53,NA,9.189,0.037,NA,NA,g
2460836.812646,2025-6-10.312,br,1.63,NA,9.172,0.037,NA,NA,g
2460837.813318,2025-6-11.313,br,1.49,NA,9.198,0.037,NA,NA,g
2460840.942644,2025-6-14.442,br,1.45,NA,9.192,0.037,NA,NA,g
2460844.763731,2025-6-18.263,br,1.44,NA,9.193,0.037,NA,NA,g
2460845.730845,2025-6-19.23,br,1.45,NA,9.206,0.037,NA,NA,g
2460870.901367,2025-7-14.401,br,1.5,NA,9.317,0.037,NA,NA,g
2460882.756000,2025-7-26.256,br,1.77,NA,9.084,0.037,NA,NA,g
2460883.660802,2025-7-27.16,br,1.43,NA,9.115,0.037,NA,NA,g
2460884.893175,2025-7-28.393,br,1.54,NA,9.215,0.037,NA,NA,g
2460886.893645,2025-7-30.393,br,1.48,NA,9.114,0.037,NA,NA,g
2460887.900087,2025-7-31.4,br,1.52,NA,9.225,0.037,NA,NA,g
2460889.909248,2025-8-2.409,br,1.47,NA,9.044,0.037,NA,NA,g
2460890.633875,2025-8-3.133,br,1.63,NA,9.002,0.037,NA,NA,g
2460905.806933,2025-8-18.306,br,1.48,NA,9.123,0.037,NA,NA,g
2460905.810413,2025-8-18.31,br,1.44,NA,9.278,0.037,NA,NA,g
2460929.692464,2025-9-11.192,br,1.63,NA,9.690,0.037,NA,NA,g
2460936.617430,2025-9-18.117,br,1.48,NA,9.675,0.037,NA,NA,g
2460939.698547,2025-9-21.198,br,1.44,NA,9.766,0.037,NA,NA,g
2460940.775094,2025-9-22.275,br,1.49,NA,9.688,0.037,NA,NA,g
2460941.719566,2025-9-23.219,br,1.52,NA,9.651,0.037,NA,NA,g
2460950.720496,2025-10-2.22,br,1.55,NA,9.619,0.037,NA,NA,g
2460954.727160,2025-10-6.227,br,1.53,NA,9.737,0.037,NA,NA,g
2460955.738644,2025-10-7.238,br,1.36,NA,9.766,0.037,NA,NA,g
2460959.683358,2025-10-11.183,br,1.46,NA,9.661,0.037,NA,NA,g
2460967.633525,2025-10-19.133,br,1.49,NA,9.646,0.037,NA,NA,g
2460981.670003,2025-11-2.17,br,1.49,NA,9.708,0.037,NA,NA,g
2460983.689034,2025-11-4.189,br,2.43,NA,9.645,0.037,NA,NA,g
2460984.677998,2025-11-5.177,br,2.19,NA,9.431,0.037,NA,NA,g
2460985.692225,2025-11-6.192,br,2.37,NA,9.442,0.037,NA,NA,g
2460997.587715,2025-11-18.087,br,1.48,NA,9.727,0.037,NA,NA,g
2461000.660923,2025-11-21.16,br,2.14,NA,9.581,0.037,NA,NA,g
2461008.638954,2025-11-29.138,br,1.5,NA,9.700,0.037,NA,NA,g
2461009.642454,2025-11-30.142,br,1.5,NA,9.742,0.037,NA,NA,g
2461021.590666,2025-12-12.09,br,1.52,NA,9.699,0.037,NA,NA,g
2461022.559977,2025-12-13.059,br,1.5,NA,9.739,0.037,NA,NA,g
2461034.600845,2025-12-25.1,br,1.5,NA,9.632,0.037,NA,NA,g
2461040.562720,2025-12-31.062,br,1.51,NA,9.623,0.037,NA,NA,g
2461044.575215,2026-1-4.075,br,1.51,NA,9.692,0.037,NA,NA,g
